indicator_id,name,measure,geo_type_name,geo_join_id,data_value,geo_place_name,measure_info,time_period,message,start_date,unique_id
386,Ozone (O3),Mean,CD,311,31.2,Bensonhurst (CD11),ppb,Summer 2021,,2021-06-01T00:00:00.000,743615
375,Nitrogen dioxide (NO2),Mean,CD,204,18.1,Highbridge and Concourse (CD4),ppb,Annual Average 2021,,2021-01-01T00:00:00.000,741171
365,Fine particles (PM 2.5),Mean,UHF34,102,8.7,Northeast Bronx,mcg/m3,Summer 2014,,2014-06-01T00:00:00.000,211961
375,Nitrogen dioxide (NO2),Mean,UHF42,310,33.5,Lower Manhattan,ppb,Annual Average 2011,,2010-12-01T00:00:00.000,176620
375,Nitrogen dioxide (NO2),Mean,CD,405,20.1,Ridgewood and Maspeth (CD5),ppb,Annual Average 2014,,2013-12-01T00:00:00.000,213623
386,Ozone (O3),Mean,UHF34,105106107,30.2,South Bronx,ppb,Summer 2018,,2018-06-01T00:00:00.000,605305
375,Nitrogen dioxide (NO2),Mean,CD,204,20.4,Highbridge and Concourse (CD4),ppb,Summer 2012,,2012-06-01T00:00:00.000,166816
641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,UHF42,305,10.8,Upper East Side,number,2013,,2013-01-01T00:00:00.000,130467
659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),UHF42,207,65.9,East Flatbush - Flatbush,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,151492
375,Nitrogen dioxide (NO2),Mean,CD,106,33.1,Stuyvesant Town and Turtle Bay (CD6),ppb,Summer 2012,,2012-06-01T00:00:00.000,166806
386,Ozone (O3),Mean,CD,201,32.1,Mott Haven and Melrose (CD1),ppb,Summer 2011,,2011-06-01T00:00:00.000,216352
375,Nitrogen dioxide (NO2),Mean,UHF34,305307,35.1,Upper East Side-Gramercy,ppb,Annual Average 2011,,2010-12-01T00:00:00.000,172674
365,Fine particles (PM 2.5),Mean,Borough,2,8.3,Brooklyn,mcg/m3,Summer 2016,,2016-06-01T00:00:00.000,410724
645,Annual vehicle miles traveled (trucks),Million miles,CD,211,1.2,Morris Park and Bronxdale (CD11),per square mile,2005,,2005-01-01T00:00:00.000,154464
375,Nitrogen dioxide (NO2),Mean,UHF34,407,22.9,Southwest Queens,ppb,Annual Average 2009,,2008-12-01T00:00:00.000,172602
365,Fine particles (PM 2.5),Mean,UHF34,306308,12.9,Chelsea-Village,mcg/m3,Summer 2012,,2012-06-01T00:00:00.000,173729
641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,UHF42,404,0.2,Bayside - Little Neck,number,2013,,2013-01-01T00:00:00.000,130476
375,Nitrogen dioxide (NO2),Mean,CD,203,20.6,Morrisania and Crotona (CD3),ppb,Summer 2011,,2011-06-01T00:00:00.000,166756
386,Ozone (O3),Mean,UHF42,401,29.2,Long Island City - Astoria,ppb,Summer 2021,,2021-06-01T00:00:00.000,743698
375,Nitrogen dioxide (NO2),Mean,UHF42,503,18.7,Willowbrook,ppb,Winter 2011-12,,2011-12-01T00:00:00.000,175415
365,Fine particles (PM 2.5),Mean,UHF34,410,7.2,Rockaways,mcg/m3,Annual Average 2015,,2015-01-01T00:00:00.000,334156
386,Ozone (O3),Mean,Borough,5,34.2,Staten Island,ppb,Summer 2011,,2011-06-01T00:00:00.000,219991
365,Fine particles (PM 2.5),Mean,UHF34,210,6.6,Coney Island - Sheepshead Bay,mcg/m3,Winter 2021-22,,2021-12-01T00:00:00.000,823416
375,Nitrogen dioxide (NO2),Mean,UHF34,305307,22.8,Upper East Side-Gramercy,ppb,Summer 2018,,2018-06-01T00:00:00.000,602910
386,Ozone (O3),Mean,UHF42,405,31.3,Ridgewood - Forest Hills,ppb,Summer 2014,,2014-06-01T00:00:00.000,222598
386,Ozone (O3),Mean,UHF42,401,32.7,Long Island City - Astoria,ppb,Summer 2011,,2011-06-01T00:00:00.000,222571
386,Ozone (O3),Mean,UHF34,103,27.5,Fordham - Bronx Pk,ppb,2-Year Summer Average 2009-2010,,2009-06-01T00:00:00.000,122126
365,Fine particles (PM 2.5),Mean,UHF42,101,11.8,Kingsbridge - Riverdale,mcg/m3,Summer 2010,,2010-06-01T00:00:00.000,177811
645,Annual vehicle miles traveled (trucks),Million miles,CD,306,3.5,Park Slope and Carroll Gardens (CD6),per square mile,2005,,2005-01-01T00:00:00.000,154471
365,Fine particles (PM 2.5),Mean,CD,311,12.0,Bensonhurst (CD11),mcg/m3,Winter 2010-11,,2010-12-01T00:00:00.000,168546
365,Fine particles (PM 2.5),Mean,CD,501,11.6,St. George and Stapleton (CD1),mcg/m3,Summer 2010,,2010-06-01T00:00:00.000,169394
365,Fine particles (PM 2.5),Mean,CD,409,6.7,Kew Gardens and Woodhaven (CD9),mcg/m3,Winter 2020-21,,2020-12-01T00:00:00.000,742543
365,Fine particles (PM 2.5),Mean,UHF34,203,10.3,Bedford Stuyvesant - Crown Heights,mcg/m3,Winter 2009-10,,2009-12-01T00:00:00.000,173129
386,Ozone (O3),Mean,UHF34,306308,24.0,Chelsea-Village,ppb,Summer 2017,,2017-06-01T00:00:00.000,549397
365,Fine particles (PM 2.5),Mean,CD,313,10.4,Coney Island (CD13),mcg/m3,Summer 2009,,2009-06-01T00:00:00.000,169315
642,Boiler Emissions- Total NOx Emissions,Number per km2,UHF42,201,18.9,Greenpoint,number,2013,,2013-01-01T00:00:00.000,130500
365,Fine particles (PM 2.5),Mean,CD,201,6.9,Mott Haven and Melrose (CD1),mcg/m3,Winter 2020-21,,2020-12-01T00:00:00.000,742429
386,Ozone (O3),Mean,CD,111,30.3,East Harlem (CD11),ppb,Summer 2011,,2011-06-01T00:00:00.000,216340
640,Boiler Emissions- Total SO2 Emissions,Number per km2,UHF42,408,0.5,Jamaica,number,2013,,2013-01-01T00:00:00.000,130432
645,Annual vehicle miles traveled (trucks),Million miles,UHF42,310,4.2,Lower Manhattan,per square mile,2005,,2005-01-01T00:00:00.000,151746
375,Nitrogen dioxide (NO2),Mean,CD,107,22.8,Upper West Side (CD7),ppb,Winter 2020-21,,2020-12-01T00:00:00.000,741142
375,Nitrogen dioxide (NO2),Mean,UHF42,501,18.2,Port Richmond,ppb,Summer 2009,,2009-06-01T00:00:00.000,175917
645,Annual vehicle miles traveled (trucks),Million miles,CD,112,3.3,Washington Heights and Inwood (CD12),per square mile,2005,,2005-01-01T00:00:00.000,154453
375,Nitrogen dioxide (NO2),Mean,CD,414,6.1,Rockaway and Broad Channel (CD14),ppb,Summer 2016,,2016-06-01T00:00:00.000,412824
386,Ozone (O3),Mean,UHF42,306,21.3,Chelsea - Clinton,ppb,2-Year Summer Average 2009-2010,,2009-06-01T00:00:00.000,122021
645,Annual vehicle miles traveled (trucks),Million miles,CD,303,1.7,Bedford Stuyvesant (CD3),per square mile,2010,,2010-01-01T00:00:00.000,817277
365,Fine particles (PM 2.5),Mean,CD,502,6.9,South Beach and Willowbrook (CD2),mcg/m3,Annual Average 2017,,2017-01-01T00:00:00.000,547771
386,Ozone (O3),Mean,Borough,2,33.9,Brooklyn,ppb,Summer 2012,,2012-06-01T00:00:00.000,219974
375,Nitrogen dioxide (NO2),Mean,UHF34,211,21.3,Williamsburg - Bushwick,ppb,Annual Average 2015,,2015-01-01T00:00:00.000,336658
386,Ozone (O3),Mean,UHF34,105106107,30.7,South Bronx,ppb,Summer 2020,,2020-06-01T00:00:00.000,670904
645,Annual vehicle miles traveled (trucks),Million miles,CD,403,3.4,Jackson Heights (CD3),per square mile,2019,,2019-01-01T00:00:00.000,817314
375,Nitrogen dioxide (NO2),Mean,CD,407,20.1,Flushing and Whitestone (CD7),ppb,Winter 2020-21,,2020-12-01T00:00:00.000,741268
642,Boiler Emissions- Total NOx Emissions,Number per km2,UHF42,102,33.8,Northeast Bronx,number,2013,,2013-01-01T00:00:00.000,130494
365,Fine particles (PM 2.5),Mean,UHF34,305307,10.2,Upper East Side-Gramercy,mcg/m3,Winter 2018-19,,2018-12-01T00:00:00.000,649872
386,Ozone (O3),Mean,UHF34,203,31.2,Bedford Stuyvesant - Crown Heights,ppb,Summer 2015,,2015-06-01T00:00:00.000,338220
365,Fine particles (PM 2.5),Mean,UHF34,210,9.4,Coney Island - Sheepshead Bay,mcg/m3,Annual Average 2011,,2010-12-01T00:00:00.000,174190
386,Ozone (O3),Mean,UHF42,406,33.2,Fresh Meadows,ppb,Summer 2010,,2010-06-01T00:00:00.000,222600
386,Ozone (O3),Mean,Borough,4,33.7,Queens,ppb,Summer 2011,,2011-06-01T00:00:00.000,219985
386,Ozone (O3),Mean,CD,405,31.1,Ridgewood and Maspeth (CD5),ppb,Summer 2013,,2013-06-01T00:00:00.000,216558
365,Fine particles (PM 2.5),Mean,CD,105,11.5,Midtown (CD5),mcg/m3,Annual Average 2018,,2018-01-01T00:00:00.000,605906
365,Fine particles (PM 2.5),Mean,UHF42,402,9.1,West Queens,mcg/m3,Annual Average 2013,,2012-12-01T00:00:00.000,178596
365,Fine particles (PM 2.5),Mean,UHF42,207,7.0,East Flatbush - Flatbush,mcg/m3,Annual Average 2018,,2018-01-01T00:00:00.000,605702
375,Nitrogen dioxide (NO2),Mean,UHF42,405,24.5,Ridgewood - Forest Hills,ppb,Winter 2011-12,,2011-12-01T00:00:00.000,175407
375,Nitrogen dioxide (NO2),Mean,UHF42,310,25.2,Lower Manhattan,ppb,Summer 2014,,2014-06-01T00:00:00.000,212443
386,Ozone (O3),Mean,UHF42,504,36.2,South Beach - Tottenville,ppb,Summer 2016,,2016-06-01T00:00:00.000,412035
386,Ozone (O3),Mean,UHF34,105106107,30.6,South Bronx,ppb,Summer 2015,,2015-06-01T00:00:00.000,338247
375,Nitrogen dioxide (NO2),Mean,UHF34,503504,20.5,Southern SI,ppb,Winter 2008-09,,2008-12-01T00:00:00.000,171591
645,Annual vehicle miles traveled (trucks),Million miles,CD,311,2.0,Bensonhurst (CD11),per square mile,2005,,2005-01-01T00:00:00.000,154476
386,Ozone (O3),Mean,UHF42,502,28.3,Stapleton - St. George,ppb,Summer 2020,,2020-06-01T00:00:00.000,670940
645,Annual vehicle miles traveled (trucks),Million miles,CD,501,2.0,St. George and Stapleton (CD1),per square mile,2019,,2019-01-01T00:00:00.000,817338
375,Nitrogen dioxide (NO2),Mean,UHF42,406,17.6,Fresh Meadows,ppb,Summer 2011,,2011-06-01T00:00:00.000,175996
642,Boiler Emissions- Total NOx Emissions,Number per km2,Borough,3,161.1,Manhattan,number,2013,,2013-01-01T00:00:00.000,130538
386,Ozone (O3),Mean,UHF42,203,32.3,Bedford Stuyvesant - Crown Heights,ppb,Summer 2010,,2010-06-01T00:00:00.000,222456
365,Fine particles (PM 2.5),Mean,UHF34,409,7.2,Southeast Queens,mcg/m3,Winter 2019-20,,2019-12-01T00:00:00.000,669636
375,Nitrogen dioxide (NO2),Mean,CD,317,18.9,East Flatbush (CD17),ppb,Summer 2010,,2010-06-01T00:00:00.000,166723
375,Nitrogen dioxide (NO2),Mean,CD,411,16.4,Bayside and Little Neck (CD11),ppb,Summer 2010,,2010-06-01T00:00:00.000,166735
365,Fine particles (PM 2.5),Mean,UHF34,210,9.6,Coney Island - Sheepshead Bay,mcg/m3,Annual Average 2009,,2008-12-01T00:00:00.000,174122
386,Ozone (O3),Mean,UHF34,407,32.6,Southwest Queens,ppb,Summer 2015,,2015-06-01T00:00:00.000,338237
365,Fine particles (PM 2.5),Mean,UHF42,502,11.4,Stapleton - St. George,mcg/m3,Summer 2010,,2010-06-01T00:00:00.000,177850
642,Boiler Emissions- Total NOx Emissions,Number per km2,UHF42,310,118.7,Lower Manhattan,number,2013,,2013-01-01T00:00:00.000,130520
365,Fine particles (PM 2.5),Mean,UHF34,306308,9.2,Chelsea-Village,mcg/m3,Winter 2021-22,,2021-12-01T00:00:00.000,823371
386,Ozone (O3),Mean,UHF42,503,31.1,Willowbrook,ppb,Summer 2014,,2014-06-01T00:00:00.000,222646
365,Fine particles (PM 2.5),Mean,UHF42,401,9.6,Long Island City - Astoria,mcg/m3,Annual Average 2013,,2012-12-01T00:00:00.000,178595
375,Nitrogen dioxide (NO2),Mean,UHF42,201,21.4,Greenpoint,ppb,Summer 2010,,2010-06-01T00:00:00.000,175928
365,Fine particles (PM 2.5),Mean,UHF42,401,7.2,Long Island City - Astoria,mcg/m3,Annual Average 2021,,2021-01-01T00:00:00.000,742248
386,Ozone (O3),Mean,UHF34,202,32.0,Downtown - Heights - Slope,ppb,Summer 2016,,2016-06-01T00:00:00.000,412041
375,Nitrogen dioxide (NO2),Mean,CD,501,16.2,St. George and Stapleton (CD1),ppb,Summer 2011,,2011-06-01T00:00:00.000,166798
365,Fine particles (PM 2.5),Mean,CD,211,11.3,Morris Park and Bronxdale (CD11),mcg/m3,Summer 2011,,2011-06-01T00:00:00.000,169419
375,Nitrogen dioxide (NO2),Mean,CD,406,19.6,Rego Park and Forest Hills (CD6),ppb,Summer 2011,,2011-06-01T00:00:00.000,166789
365,Fine particles (PM 2.5),Mean,CD,414,5.9,Rockaway and Broad Channel (CD14),mcg/m3,Winter 2015-16,,2015-12-01T00:00:00.000,411131
386,Ozone (O3),Mean,CD,503,35.3,Tottenville and Great Kills (CD3),ppb,Summer 2012,,2012-06-01T00:00:00.000,216629
386,Ozone (O3),Mean,UHF34,208,34.7,Canarsie - Flatlands,ppb,Summer 2015,,2015-06-01T00:00:00.000,338225
386,Ozone (O3),Mean,Borough,5,35.2,Staten Island,ppb,Summer 2010,,2010-06-01T00:00:00.000,219990
365,Fine particles (PM 2.5),Mean,CD,317,11.5,East Flatbush (CD17),mcg/m3,Summer 2011,,2011-06-01T00:00:00.000,169437
375,Nitrogen dioxide (NO2),Mean,UHF34,209,23.8,Bensonhurst - Bay Ridge,ppb,Winter 2019-20,,2019-12-01T00:00:00.000,667382
375,Nitrogen dioxide (NO2),Mean,UHF34,306308,23.0,Chelsea-Village,ppb,Annual Average 2020,,2020-01-01T00:00:00.000,667477
645,Annual vehicle miles traveled (trucks),Million miles,CD,206,8.9,Belmont and East Tremont (CD6),per square mile,2019,,2019-01-01T00:00:00.000,817260
375,Nitrogen dioxide (NO2),Mean,CD,104,30.9,Clinton and Chelsea (CD4),ppb,Summer 2011,,2011-06-01T00:00:00.000,166745
375,Nitrogen dioxide (NO2),Mean,CD,207,16.0,Kingsbridge Heights and Bedford (CD7),ppb,Summer 2016,,2016-06-01T00:00:00.000,412713
645,Annual vehicle miles traveled (trucks),Million miles,UHF42,407,2.4,Southwest Queens,per square mile,2019,,2019-01-01T00:00:00.000,817208
644,Annual vehicle miles traveled (cars),Million miles,UHF42,207,50.2,East Flatbush - Flatbush,per square mile,2010,,2010-01-01T00:00:00.000,816951
375,Nitrogen dioxide (NO2),Mean,UHF42,502,19.9,Stapleton - St. George,ppb,Winter 2016-17,,2016-12-01T00:00:00.000,549879
386,Ozone (O3),Mean,UHF34,204,31.7,East New York,ppb,Summer 2018,,2018-06-01T00:00:00.000,605279
386,Ozone (O3),Mean,UHF42,302,29.4,Central Harlem - Morningside Heights,ppb,Summer 2011,,2011-06-01T00:00:00.000,222517
365,Fine particles (PM 2.5),Mean,CD,316,6.5,Brownsville (CD16),mcg/m3,Annual Average 2021,,2021-01-01T00:00:00.000,742512
641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,UHF42,102,0.3,Northeast Bronx,number,2013,,2013-01-01T00:00:00.000,130446
386,Ozone (O3),Mean,UHF42,202,29.5,Downtown - Heights - Slope,ppb,Summer 2011,,2011-06-01T00:00:00.000,222451
375,Nitrogen dioxide (NO2),Mean,CD,105,41.5,Midtown (CD5),ppb,Summer 2011,,2011-06-01T00:00:00.000,166746
645,Annual vehicle miles traveled (trucks),Million miles,CD,110,2.1,Central Harlem (CD10),per square mile,2005,,2005-01-01T00:00:00.000,154451
375,Nitrogen dioxide (NO2),Mean,CD,101,30.2,Financial District (CD1),ppb,Winter 2017-18,,2017-12-01T00:00:00.000,602935
375,Nitrogen dioxide (NO2),Mean,CD,413,16.2,Queens Village (CD13),ppb,Summer 2010,,2010-06-01T00:00:00.000,166737
365,Fine particles (PM 2.5),Mean,CD,104,13.3,Clinton and Chelsea (CD4),mcg/m3,Summer 2009,,2009-06-01T00:00:00.000,169282
375,Nitrogen dioxide (NO2),Mean,UHF42,207,18.8,East Flatbush - Flatbush,ppb,Summer 2011,,2011-06-01T00:00:00.000,175976
365,Fine particles (PM 2.5),Mean,CD,203,10.3,Morrisania and Crotona (CD3),mcg/m3,Winter 2014-15,,2014-12-01T00:00:00.000,334227
375,Nitrogen dioxide (NO2),Mean,UHF34,409,9.9,Southeast Queens,ppb,Summer 2021,,2021-06-01T00:00:00.000,741095
365,Fine particles (PM 2.5),Mean,CD,104,8.7,Clinton and Chelsea (CD4),mcg/m3,Winter 2021-22,,2021-12-01T00:00:00.000,823215
640,Boiler Emissions- Total SO2 Emissions,Number per km2,UHF42,206,1.5,Borough Park,number,2013,,2013-01-01T00:00:00.000,130409
386,Ozone (O3),Mean,CD,411,26.3,Bayside and Little Neck (CD11),ppb,Summer 2009,,2009-06-01T00:00:00.000,216590
386,Ozone (O3),Mean,UHF42,502,34.3,Stapleton - St. George,ppb,Summer 2010,,2010-06-01T00:00:00.000,222636
365,Fine particles (PM 2.5),Mean,UHF34,305307,9.4,Upper East Side-Gramercy,mcg/m3,Annual Average 2018,,2018-01-01T00:00:00.000,605870
386,Ozone (O3),Mean,UHF42,503,30.3,Willowbrook,ppb,2-Year Summer Average 2009-2010,,2009-06-01T00:00:00.000,122038
640,Boiler Emissions- Total SO2 Emissions,Number per km2,UHF42,503,0.0,Willowbrook,number,2013,,2013-01-01T00:00:00.000,130437
375,Nitrogen dioxide (NO2),Mean,UHF42,405,12.5,Ridgewood - Forest Hills,ppb,Summer 2018,,2018-06-01T00:00:00.000,602799
645,Annual vehicle miles traveled (trucks),Million miles,UHF42,410,0.5,Rockaways,per square mile,2005,,2005-01-01T00:00:00.000,151756
641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,UHF42,304,11.4,Upper West Side,number,2013,,2013-01-01T00:00:00.000,130466
375,Nitrogen dioxide (NO2),Mean,CD,201,16.2,Mott Haven and Melrose (CD1),ppb,Summer 2018,,2018-06-01T00:00:00.000,602970
659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),UHF42,208,49.8,Canarsie - Flatlands,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,151493
365,Fine particles (PM 2.5),Mean,UHF42,102,11.4,Northeast Bronx,mcg/m3,Summer 2011,,2011-06-01T00:00:00.000,177854
375,Nitrogen dioxide (NO2),Mean,CD,301,14.8,Greenpoint and Williamsburg (CD1),ppb,Summer 2020,,2020-06-01T00:00:00.000,667665
365,Fine particles (PM 2.5),Mean,UHF42,202,9.2,Downtown - Heights - Slope,mcg/m3,Summer 2016,,2016-06-01T00:00:00.000,410760
386,Ozone (O3),Mean,CD,411,33.9,Bayside and Little Neck (CD11),ppb,Summer 2012,,2012-06-01T00:00:00.000,216593
365,Fine particles (PM 2.5),Mean,CD,503,11.0,Tottenville and Great Kills (CD3),mcg/m3,Summer 2011,,2011-06-01T00:00:00.000,169455
386,Ozone (O3),Mean,UHF42,502,29.4,Stapleton - St. George,ppb,2-Year Summer Average 2009-2010,,2009-06-01T00:00:00.000,122037
386,Ozone (O3),Mean,CD,412,29.5,Jamaica and Hollis (CD12),ppb,Summer 2020,,2020-06-01T00:00:00.000,671094
645,Annual vehicle miles traveled (trucks),Million miles,CD,305,6.2,East New York and Starrett City (CD5),per square mile,2005,,2005-01-01T00:00:00.000,154470
365,Fine particles (PM 2.5),Mean,UHF34,404406,8.4,Bayside Little Neck-Fresh Meadows,mcg/m3,Annual Average 2014,,2013-12-01T00:00:00.000,212092
386,Ozone (O3),Mean,UHF34,407,29.7,Southwest Queens,ppb,Summer 2020,,2020-06-01T00:00:00.000,670914
375,Nitrogen dioxide (NO2),Mean,UHF42,203,26.0,Bedford Stuyvesant - Crown Heights,ppb,Winter 2011-12,,2011-12-01T00:00:00.000,175384
365,Fine particles (PM 2.5),Mean,UHF42,208,10.4,Canarsie - Flatlands,mcg/m3,Summer 2009,,2009-06-01T00:00:00.000,177783
375,Nitrogen dioxide (NO2),Mean,UHF42,502,13.9,Stapleton - St. George,ppb,Summer 2011,,2011-06-01T00:00:00.000,176002
365,Fine particles (PM 2.5),Mean,UHF34,302,6.7,Central Harlem - Morningside Heights,mcg/m3,Winter 2020-21,,2020-12-01T00:00:00.000,742336
365,Fine particles (PM 2.5),Mean,UHF34,209,8.5,Bensonhurst - Bay Ridge,mcg/m3,Summer 2017,,2017-06-01T00:00:00.000,547530
365,Fine particles (PM 2.5),Mean,Borough,1,8.3,Bronx,mcg/m3,Summer 2016,,2016-06-01T00:00:00.000,410721
386,Ozone (O3),Mean,CD,406,32.5,Rego Park and Forest Hills (CD6),ppb,Summer 2012,,2012-06-01T00:00:00.000,216563
365,Fine particles (PM 2.5),Mean,UHF42,401,11.6,Long Island City - Astoria,mcg/m3,Summer 2009,,2009-06-01T00:00:00.000,177797
386,Ozone (O3),Mean,CD,316,32.6,Brownsville (CD16),ppb,Summer 2011,,2011-06-01T00:00:00.000,216514
375,Nitrogen dioxide (NO2),Mean,UHF42,306,26.7,Chelsea - Clinton,ppb,Winter 2020-21,,2020-12-01T00:00:00.000,740962
375,Nitrogen dioxide (NO2),Mean,CD,204,21.5,Highbridge and Concourse (CD4),ppb,Winter 2020-21,,2020-12-01T00:00:00.000,741169
365,Fine particles (PM 2.5),Mean,CD,302,7.1,Fort Greene and Brooklyn Heights (CD2),mcg/m3,Annual Average 2021,,2021-01-01T00:00:00.000,742470
661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),UHF42,208,7.1,Canarsie - Flatlands,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,151589
645,Annual vehicle miles traveled (trucks),Million miles,UHF42,304,5.4,Upper West Side,per square mile,2005,,2005-01-01T00:00:00.000,151740
386,Ozone (O3),Mean,CD,316,33.7,Brownsville (CD16),ppb,Summer 2016,,2016-06-01T00:00:00.000,412110
365,Fine particles (PM 2.5),Mean,CD,401,6.8,Long Island City and Astoria (CD1),mcg/m3,Annual Average 2021,,2021-01-01T00:00:00.000,742521
375,Nitrogen dioxide (NO2),Mean,UHF42,202,27.1,Downtown - Heights - Slope,ppb,Winter 2011-12,,2011-12-01T00:00:00.000,175383
375,Nitrogen dioxide (NO2),Mean,UHF34,204,14.2,East New York,ppb,Summer 2014,,2014-06-01T00:00:00.000,211661
365,Fine particles (PM 2.5),Mean,UHF34,104,6.1,Pelham - Throgs Neck,mcg/m3,Annual Average 2020,,2020-01-01T00:00:00.000,669703
365,Fine particles (PM 2.5),Mean,UHF34,409,9.4,Southeast Queens,mcg/m3,Annual Average 2009,,2008-12-01T00:00:00.000,174134
375,Nitrogen dioxide (NO2),Mean,CD,201,21.2,Mott Haven and Melrose (CD1),ppb,Annual Average 2018,,2018-01-01T00:00:00.000,602969
365,Fine particles (PM 2.5),Mean,UHF42,502,6.8,Stapleton - St. George,mcg/m3,Annual Average 2017,,2017-01-01T00:00:00.000,547486
365,Fine particles (PM 2.5),Mean,UHF34,304,9.8,Upper West Side,mcg/m3,Annual Average 2015,,2015-01-01T00:00:00.000,334132
365,Fine particles (PM 2.5),Mean,UHF42,201,10.2,Greenpoint,mcg/m3,Winter 2015-16,,2015-12-01T00:00:00.000,410756
375,Nitrogen dioxide (NO2),Mean,UHF42,201,24.8,Greenpoint,ppb,Winter 2020-21,,2020-12-01T00:00:00.000,740914
365,Fine particles (PM 2.5),Mean,UHF34,305307,10.1,Upper East Side-Gramercy,mcg/m3,Summer 2019,,2019-06-01T00:00:00.000,649871
375,Nitrogen dioxide (NO2),Mean,CD,105,38.7,Midtown (CD5),ppb,Annual Average 2013,,2012-12-01T00:00:00.000,167749
645,Annual vehicle miles traveled (trucks),Million miles,UHF42,303,5.2,East Harlem,per square mile,2005,,2005-01-01T00:00:00.000,151739
365,Fine particles (PM 2.5),Mean,UHF34,304,8.5,Upper West Side,mcg/m3,Annual Average 2016,,2015-12-31T00:00:00.000,410917
375,Nitrogen dioxide (NO2),Mean,UHF34,206,12.6,Borough Park,ppb,Summer 2018,,2018-06-01T00:00:00.000,602856
375,Nitrogen dioxide (NO2),Mean,UHF42,105,21.9,Crotona -Tremont,ppb,Annual Average 2014,,2013-12-01T00:00:00.000,212546
640,Boiler Emissions- Total SO2 Emissions,Number per km2,UHF42,211,0.3,Williamsburg - Bushwick,number,2013,,2013-01-01T00:00:00.000,130414
375,Nitrogen dioxide (NO2),Mean,UHF34,306308,28.8,Chelsea-Village,ppb,Winter 2018-19,,2018-12-01T00:00:00.000,643530
365,Fine particles (PM 2.5),Mean,UHF42,502,10.4,Stapleton - St. George,mcg/m3,Summer 2009,,2009-06-01T00:00:00.000,177808
375,Nitrogen dioxide (NO2),Mean,CD,112,13.0,Washington Heights and Inwood (CD12),ppb,Summer 2021,,2021-06-01T00:00:00.000,741158
386,Ozone (O3),Mean,CD,301,32.5,Greenpoint and Williamsburg (CD1),ppb,Summer 2010,,2010-06-01T00:00:00.000,216423
645,Annual vehicle miles traveled (trucks),Million miles,CD,108,9.1,Upper East Side (CD8),per square mile,2005,,2005-01-01T00:00:00.000,154449
386,Ozone (O3),Mean,CD,304,25.3,Bushwick (CD4),ppb,Summer 2009,,2009-06-01T00:00:00.000,216440
386,Ozone (O3),Mean,UHF34,203,29.2,Bedford Stuyvesant - Crown Heights,ppb,Summer 2020,,2020-06-01T00:00:00.000,670931
642,Boiler Emissions- Total NOx Emissions,Number per km2,UHF42,304,247.9,Upper West Side,number,2013,,2013-01-01T00:00:00.000,130514
386,Ozone (O3),Mean,UHF42,402,30.9,West Queens,ppb,Summer 2020,,2020-06-01T00:00:00.000,670950
365,Fine particles (PM 2.5),Mean,CD,403,11.6,Jackson Heights (CD3),mcg/m3,Summer 2010,,2010-06-01T00:00:00.000,169382
641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,UHF42,301,5.8,Washington Heights,number,2013,,2013-01-01T00:00:00.000,130463
645,Annual vehicle miles traveled (trucks),Million miles,UHF42,409,1.4,Southeast Queens,per square mile,2005,,2005-01-01T00:00:00.000,151755
386,Ozone (O3),Mean,UHF42,205,33.3,Sunset Park,ppb,Summer 2016,,2016-06-01T00:00:00.000,412005
640,Boiler Emissions- Total SO2 Emissions,Number per km2,UHF42,107,3.3,Hunts Point - Mott Haven,number,2013,,2013-01-01T00:00:00.000,130403
375,Nitrogen dioxide (NO2),Mean,UHF34,305307,17.9,Upper East Side-Gramercy,ppb,Summer 2020,,2020-06-01T00:00:00.000,667473
644,Annual vehicle miles traveled (cars),Million miles,UHF42,308,107.5,Greenwich Village - SoHo,per square mile,2010,,2010-01-01T00:00:00.000,816975
375,Nitrogen dioxide (NO2),Mean,CD,111,23.7,East Harlem (CD11),ppb,Annual Average 2014,,2013-12-01T00:00:00.000,213587
365,Fine particles (PM 2.5),Mean,UHF34,103,10.3,Fordham - Bronx Pk,mcg/m3,Annual Average 2010,,2009-12-01T00:00:00.000,174145
365,Fine particles (PM 2.5),Mean,CD,406,7.5,Rego Park and Forest Hills (CD6),mcg/m3,Annual Average 2016,,2015-12-31T00:00:00.000,411109
375,Nitrogen dioxide (NO2),Mean,CD,105,45.0,Midtown (CD5),ppb,Summer 2009,,2009-06-01T00:00:00.000,166628
365,Fine particles (PM 2.5),Mean,UHF42,101,11.3,Kingsbridge - Riverdale,mcg/m3,Summer 2011,,2011-06-01T00:00:00.000,177853
365,Fine particles (PM 2.5),Mean,UHF42,503,10.7,Willowbrook,mcg/m3,Summer 2009,,2009-06-01T00:00:00.000,177809
